cbsacode,num_counties,cbsatitle,num_munis,num_local,pop_muni,pop_total,hhi_pop_muni,hhi_pop_total,munis_pp,share_in_central_city,cbsa_type,index_circ,index_rect,index_circ_central,index_rect_central
21140,1,"Elkhart-Goshen, IN",7,23,103809,310730,0.388441864,0.106432514,6.74315329114e-05,0.179747691,Metropolitan Statistical Area,0.675369998,0.54859962,NA,NA
42200,1,"Santa Maria-Santa Barbara, CA",8,8,307535,307535,0.244611221,0.244611221,2.601329929926e-05,0.356743135,Metropolitan Statistical Area,0.688860807,0.546748897,0.605153844,0.513873945
16860,6,"Chattanooga, TN-GA",26,26,306811,306811,0.365982486,0.365982486,8.474272434821e-05,0.593567375,Metropolitan Statistical Area,0.674437303,0.50709446,0.689297308,0.533087983
11260,2,"Anchorage, AK",4,4,305738,305738,0.889477308,0.889477308,1.308309729245e-05,0.942378769,Metropolitan Statistical Area,0.607401868,0.423719209,0.537804741,0.354015787
24860,4,"Greenville-Anderson-Greer, SC",27,27,302076,302076,0.111257367,0.111257367,8.938148015731e-05,0.238665104,Metropolitan Statistical Area,0.607979364,0.51556564,0.504348254,0.375696007
35980,1,"Norwich-New London-Willimantic, CT",6,24,81879,299193,0.367618993,0.07521107,7.327886271205e-05,0.13373976,Metropolitan Statistical Area,0.508645424,0.315327725,0.460310958,0.302646678
44180,5,"Springfield, MO",33,33,294902,294902,0.351303634,0.351303634,0.000111902,0.575526785,Metropolitan Statistical Area,0.690427914,0.564247351,0.609826181,0.477599564
29460,1,"Lakeland-Winter Haven, FL",17,17,294172,294172,0.209999443,0.209999443,5.778932053356e-05,0.39237249,Metropolitan Statistical Area,0.694753517,0.585585599,0.728403073,0.573456753
38940,2,"Port St. Lucie, FL",8,8,293442,293442,0.580316797,0.580316797,2.726262770837e-05,0.741281071,Metropolitan Statistical Area,0.602621136,0.460984988,0.552410033,0.404796535
43620,5,"Sioux Falls, SD-MN",40,125,256258,291410,0.592707343,0.458758424,0.000156093,0.674403761,Metropolitan Statistical Area,0.506079049,0.422811975,0.448756694,0.43105965
13780,2,"Binghamton, NY",14,39,92507,290161,0.31757208,0.089529409,0.00015134,0.191686684,Metropolitan Statistical Area,0.45191785,0.417963439,NA,NA
13140,3,"Beaumont-Port Arthur, TX",21,21,289789,289789,0.207126031,0.207126031,7.246651874294e-05,0.388406737,Metropolitan Statistical Area,NA,NA,0.593820913,0.443336827
33860,4,"Montgomery, AL",19,19,286541,286541,0.504425977,0.504425977,6.630813740442e-05,0.693321375,Metropolitan Statistical Area,0.654363697,0.501308745,0.589022462,0.411061152
21660,1,"Eugene-Springfield, OR",12,12,282995,282995,0.435327147,0.435327147,4.240357603491e-05,0.618724712,Metropolitan Statistical Area,0.619883137,0.495832147,0.547413415,0.451836921
22660,1,"Fort Collins-Loveland, CO",6,6,282890,282890,0.434038467,0.434038467,2.120965746403e-05,0.595772208,Metropolitan Statistical Area,0.609635251,0.508598141,0.553800655,0.434869647
43340,3,"Shreveport-Bossier City, LA",23,23,275821,275821,0.498195869,0.498195869,8.33874143013e-05,0.667175451,Metropolitan Statistical Area,0.626744317,0.541581451,0.585866675,0.53481948
20260,3,"Duluth, MN-WI",42,149,202529,275372,0.216105776,0.118431754,0.000207378,0.313655709,Metropolitan Statistical Area,0.537703842,0.255302944,0.789791193,0.672694957
14500,1,"Boulder, CO",9,9,274296,274296,0.300233748,0.300233748,3.281126957739e-05,0.379790445,Metropolitan Statistical Area,0.604051858,0.485445996,0.68203704,0.546637077
21500,1,"Erie, PA",16,38,126534,269011,0.559361634,0.172714815,0.000126448,0.349424373,Metropolitan Statistical Area,0.444156773,0.225584756,0.419368821,0.218066576
28020,1,"Kalamazoo-Portage, MI",9,24,133840,268898,0.434257249,0.135342105,6.724447101016e-05,0.272434157,Metropolitan Statistical Area,0.489093303,0.249343992,0.624634919,0.524796853
29700,1,"Laredo, TX",3,3,263059,263059,0.948554392,0.948554392,1.140428573057e-05,0.973747334,Metropolitan Statistical Area,0.860200442,0.779957951,0.861328796,0.786813708
17980,7,"Columbus, GA-AL",15,15,262600,262600,0.635858291,0.635858291,5.712109672505e-05,0.78300457,Metropolitan Statistical Area,0.563204949,0.448479633,0.551975388,0.431209245
17900,6,"Columbia, SC",30,30,259747,259747,0.302632564,0.302632564,0.000115497,0.529519109,Metropolitan Statistical Area,0.706773545,0.582904296,0.755250222,0.62301819
25060,4,"Gulfport-Biloxi, MS",13,13,259369,259369,0.144134081,0.144134081,5.012164136808e-05,0.278001612,Metropolitan Statistical Area,0.568441112,0.419195158,0.37429037,0.24192011
45460,4,"Terre Haute, IN",25,62,90772,259275,0.43057718,0.101416201,0.000275415,0.225725581,Metropolitan Statistical Area,0.614723042,0.517410562,0.650289831,0.599131115
28420,2,"Kennewick-Richland, WA",9,9,257320,257320,0.265135296,0.265135296,3.497590548733e-05,0.328338256,Metropolitan Statistical Area,0.653860545,0.456158591,0.488705178,0.271659286
22020,2,"Fargo, ND-MN",37,116,236728,251626,0.351149665,0.310888853,0.000156298,0.503715832,Metropolitan Statistical Area,0.688549736,0.477534403,0.819936206,0.551296623
14020,2,"Bloomington, IN",5,29,90030,251351,0.795140022,0.183005002,5.553704320781e-05,0.318152703,Metropolitan Statistical Area,0.554573625,0.493129234,0.500727228,0.46099022
33660,1,"Mobile, AL",11,11,249975,249975,0.559813814,0.559813814,4.400440044004e-05,0.739881988,Metropolitan Statistical Area,0.654877146,0.553211287,0.577266992,0.554221862
22180,2,"Fayetteville, NC",10,10,249131,249131,0.710170639,0.710170639,4.013952498886e-05,0.838024975,Metropolitan Statistical Area,0.609452661,0.495894318,0.571238136,0.480180731
45820,5,"Topeka, KS",38,91,152736,243336,0.681723679,0.277015024,0.000248795,0.517650492,Metropolitan Statistical Area,0.562033918,0.491467376,0.558636512,0.514286297
35840,2,"North Port-Bradenton-Sarasota, FL",9,9,242757,242757,0.228346673,0.228346673,3.707411114818e-05,0.329634161,Metropolitan Statistical Area,0.674528076,0.504414204,0.646228201,0.509180006
15540,3,"Burlington-South Burlington, VT",8,41,95411,241660,0.29194091,0.069202505,8.384777436563e-05,0.185305802,Metropolitan Statistical Area,0.636438185,0.47661217,0.621061389,0.415990116
42340,3,"Savannah, GA",13,13,241437,241437,0.395945789,0.395945789,5.384427407563e-05,0.609218968,Metropolitan Statistical Area,0.68510372,0.602122883,0.726903664,0.700367906
11540,2,"Appleton, WI",20,48,163504,239806,0.241465958,0.125190329,0.000122321,0.312143983,Metropolitan Statistical Area,0.669858215,0.523895921,0.685954514,0.519301446
16300,3,"Cedar Rapids, IA",39,39,238321,238321,0.362064775,0.362064775,0.000163645,0.572618443,Metropolitan Statistical Area,0.559812879,0.470647439,0.582390116,0.537241719
29180,4,"Lafayette, LA",23,23,235978,235978,0.285926938,0.285926938,9.746671299866e-05,0.516026918,Metropolitan Statistical Area,0.60277786,0.496030294,0.574150226,0.420255525
47380,3,"Waco, TX",30,30,232492,232492,0.374937578,0.374937578,0.000129037,0.600424961,Metropolitan Statistical Area,0.630254767,0.525011265,0.678196733,0.582473325
12700,1,"Barnstable Town, MA",1,15,49583,232411,1,0.110231222,2.016820281144e-05,0.213341881,Metropolitan Statistical Area,0.423256943,0.393305688,0.426283328,0.395785506
40340,4,"Rochester, MN",36,106,180796,227162,0.458361941,0.291516707,0.000199119,0.534706509,Metropolitan Statistical Area,0.598849849,0.387947791,0.697924709,0.526969227
11100,5,"Amarillo, TX",13,13,224452,224452,0.808606081,0.808606081,5.7918842336e-05,0.896556948,Metropolitan Statistical Area,0.640871364,0.512893412,0.641806094,0.517888553
17780,3,"College Station-Bryan, TX",12,12,221744,221744,0.447310463,0.447310463,5.411645861894e-05,0.541250271,Metropolitan Statistical Area,0.630549756,0.545368727,0.536560195,0.509974345
45220,4,"Tallahassee, FL",10,10,218690,218690,0.814380532,0.814380532,4.572682792994e-05,0.901284924,Metropolitan Statistical Area,0.634503425,0.544010589,0.617995057,0.550083191
17300,4,"Clarksville, TN-KY",9,9,215849,215849,0.649056041,0.649056041,4.169581513002e-05,0.792021274,Metropolitan Statistical Area,0.620761066,0.46361875,0.559852406,0.387183681
48900,3,"Wilmington, NC",29,29,213186,213186,0.326797001,0.326797001,0.000136031,0.551832672,Metropolitan Statistical Area,0.620251214,0.519710606,0.496070916,0.358455545
41060,2,"St. Cloud, MN",33,79,155411,206446,0.22908441,0.131834357,0.00021234,0.33334625,Metropolitan Statistical Area,0.52514387,0.375686736,0.661214358,0.591055441
28740,1,"Kingston, NY",4,24,39762,198613,0.424144809,0.061518263,0.000100599,0.121341503,Metropolitan Statistical Area,0.547838812,0.418628963,0.545541172,0.418804484
26580,8,"Huntington-Ashland, WV-KY-OH",34,48,140679,198124,0.146997868,0.086311754,0.000241685,0.232304012,Metropolitan Statistical Area,0.72199475,0.557490559,0.743122794,0.513931166
39540,1,"Racine-Mount Pleasant, WI",13,17,171707,196809,0.258367287,0.200896212,7.57103670788e-05,0.391887566,Metropolitan Statistical Area,0.688776803,0.564042471,0.62344692,0.523076462
40980,1,"Saginaw, MI",8,35,57515,196538,0.594117423,0.111406673,0.000139094,0.223132422,Metropolitan Statistical Area,0.530647484,0.38475458,0.5439968,0.38794766
32900,1,"Merced, CA",6,6,194078,194078,0.303528845,0.303528845,3.091540514638e-05,0.4601655,Metropolitan Statistical Area,0.698488147,0.594526776,0.761618027,0.69891968
19500,1,"Decatur, IL",12,28,89000,191432,0.619914858,0.208984964,0.000134831,0.363815872,Metropolitan Statistical Area,0.663071018,0.574185581,0.661971895,0.581548924
28100,1,"Kankakee, IL",19,36,78822,185423,0.201746345,0.105226038,0.000241049,0.212470945,Metropolitan Statistical Area,0.656929807,0.535324712,NA,NA
41100,1,"St. George, UT",15,15,183439,183439,0.34520577,0.34520577,8.177105195732e-05,0.544911387,Metropolitan Statistical Area,0.619278262,0.462242867,0.639945753,0.437856726
23540,3,"Gainesville, FL",19,19,182964,182964,0.596146428,0.596146428,0.000103846,0.767353141,Metropolitan Statistical Area,0.648123935,0.539955795,0.635957921,0.597341314
34620,1,"Muncie, IN",7,18,83910,181708,0.62610832,0.264224331,8.342271481349e-05,0.35932375,Metropolitan Statistical Area,0.479257434,0.251245224,0.461828279,0.394226183
34740,1,"Muskegon-Norton Shores, MI",11,27,90480,180646,0.26840512,0.095075974,0.000121574,0.207876178,Metropolitan Statistical Area,0.534864496,0.292290063,0.686451262,0.459844531
33140,1,"Michigan City-La Porte, IN",11,32,66610,179000,0.352544467,0.10536574,0.00016514,0.178955307,Metropolitan Statistical Area,0.589726812,0.444806445,0.493481785,0.386383007
20740,2,"Eau Claire, WI",13,49,115327,173342,0.391614716,0.179523989,0.000112723,0.400601124,Metropolitan Statistical Area,0.608665462,0.52984409,0.63889778,0.639100029
36780,1,"Oshkosh-Neenah, WI",6,21,137348,173136,0.312751846,0.200835539,4.368465503684e-05,0.38470913,Metropolitan Statistical Area,0.655310747,0.512135941,0.679392603,0.537784886
29100,3,"La Crosse-Onalaska, WI-MN",24,74,113323,170019,0.256603261,0.118797772,0.000211784,0.306936284,Metropolitan Statistical Area,0.657479946,0.485302768,0.763403076,0.59208786
28450,1,"Kenosha, WI",7,12,158203,168730,0.426525686,0.375926979,4.424694854079e-05,0.588431221,Metropolitan Statistical Area,0.646193403,0.552257448,0.637894108,0.533876723
49420,1,"Yakima, WA",14,14,168243,168243,0.352272047,0.352272047,8.321297171353e-05,0.574038742,Metropolitan Statistical Area,0.636981386,0.479089087,0.547202457,0.357807249
30980,4,"Longview, TX",23,23,166835,166835,0.276571856,0.276571856,0.000137861,0.490077022,Metropolitan Statistical Area,0.561835607,0.431212751,0.590969336,0.40864189
31420,5,"Macon-Bibb County, GA",6,6,166604,166604,0.886547924,0.886547924,3.601354109145e-05,0.940925788,Metropolitan Statistical Area,0.68009674,0.572008191,0.414326453,0.257361731
27100,1,"Jackson, MI",7,26,37032,165735,0.720821071,0.097030624,0.000189026,0.189139289,Metropolitan Statistical Area,0.455460607,0.414000265,0.459975113,0.414138707
13460,3,"Bend, OR",8,8,164840,164840,0.437464919,0.437464919,4.853190973064e-05,0.619139772,Metropolitan Statistical Area,0.522869479,0.433265427,0.468545156,0.399799484
27500,1,"Janesville-Beloit, WI",8,28,124432,164446,0.374444426,0.219412357,6.429214350006e-05,0.400994855,Metropolitan Statistical Area,0.631162959,0.51104838,0.655689505,0.530325734
33780,1,"Monroe, MI",8,23,33420,163592,0.409236352,0.094983553,0.000239378,0.195333513,Metropolitan Statistical Area,0.670647465,0.435664138,NA,NA
22900,3,"Fort Smith, AR-OK",29,29,163532,163532,0.330276662,0.330276662,0.000177335,0.547758237,Metropolitan Statistical Area,0.614277229,0.497637967,0.604310964,0.497090969
45900,4,"Traverse City, MI",14,62,24522,162376,0.419200425,0.047270159,0.000570916,0.121588166,Metropolitan Statistical Area,0.660425274,0.585138999,NA,NA
11200,1,"Amherst Town-Northampton, MA",3,20,84711,161572,0.371583523,0.132564242,3.541452703899e-05,0.243717971,Metropolitan Statistical Area,0.517028735,0.289206425,0.599619595,0.182028297
35660,1,"Niles, MI",17,39,47369,160785,0.142761069,0.050483493,0.000358885,0.092440215,Metropolitan Statistical Area,0.61989203,0.466165814,NA,NA
46220,4,"Tuscaloosa, AL",23,23,159064,159064,0.440600564,0.440600564,0.000144596,0.632562994,Metropolitan Statistical Area,0.759888163,0.675332757,0.882251748,0.844890098
42020,1,"San Luis Obispo-Paso Robles, CA",7,7,158994,158994,0.191252279,0.191252279,4.402681862208e-05,0.299036442,Metropolitan Statistical Area,0.598757585,0.483713046,0.595153021,0.524911126
32780,1,"Medford, OR",11,11,157926,157926,0.340031387,0.340031387,6.965287539733e-05,0.546882717,Metropolitan Statistical Area,0.518401924,0.44149389,0.462824496,0.435731024
44300,1,"State College, PA",10,35,53770,157527,0.557451941,0.105310158,0.000185977,0.250909368,Metropolitan Statistical Area,NA,NA,0.543326374,0.372947788
11700,3,"Asheville, NC",14,14,156799,156799,0.381278362,0.381278362,8.928628371354e-05,0.599920918,Metropolitan Statistical Area,0.742567289,0.621300176,0.790663634,0.699861711
16540,1,"Chambersburg, PA",6,21,40735,155134,0.386375261,0.08335911,0.000147293,0.144094783,Metropolitan Statistical Area,NA,NA,0.52606824,0.351778281
17860,3,"Columbia, MO",24,24,155020,155020,0.674686487,0.674686487,0.000154819,0.818300864,Metropolitan Statistical Area,0.600206071,0.490822119,0.59350719,0.505839513
47220,1,"Vineland, NJ",4,14,115849,153627,0.388362199,0.228806546,3.452770416663e-05,0.398081066,Metropolitan Statistical Area,0.55856797,0.28154593,0.575301314,0.2953977
39150,1,"Prescott Valley-Prescott, AZ",9,9,152517,152517,0.22092278,0.22092278,5.900981529927e-05,0.315951664,Metropolitan Statistical Area,0.640935341,0.495339461,0.683221817,0.612153335
36500,1,"Olympia-Lacey-Tumwater, WA",7,7,151973,151973,0.298143429,0.298143429,4.606081343396e-05,0.367953518,Metropolitan Statistical Area,0.597973898,0.454792808,0.540990653,0.43346712
31900,1,"Mansfield, OH",9,27,74302,151828,0.441062037,0.12876594,0.000121127,0.313967121,Metropolitan Statistical Area,0.619016627,0.503505841,0.669660671,0.554288514
49740,1,"Yuma, AZ",4,4,151184,151184,0.482643752,0.482643752,2.645782622499e-05,0.64221743,Metropolitan Statistical Area,0.67728842,0.454454859,0.651823104,0.463896433
12620,1,"Bangor, ME",3,59,48929,150927,0.487103679,0.070158632,6.131333156205e-05,0.211499599,Metropolitan Statistical Area,0.432583621,0.222147822,0.37850579,0.212517246
31740,3,"Manhattan, KS",19,64,93580,150320,0.404532771,0.168985163,0.000203035,0.364309473,Metropolitan Statistical Area,0.742329133,0.641500038,0.819284255,0.728559316
25860,4,"Hickory-Lenoir-Morganton, NC",24,24,148715,148715,0.133275247,0.133275247,0.000161383,0.292720976,Metropolitan Statistical Area,0.745900008,0.655437388,0.794804168,0.731536622
24020,2,"Glens Falls, NY",10,38,35429,147281,0.239609526,0.072478518,0.000282255,0.197595073,Metropolitan Statistical Area,0.410335936,0.386297238,NA,NA
29020,1,"Kokomo, IN",3,14,63382,147069,0.888756965,0.273713891,4.733205010886e-05,0.405870714,Metropolitan Statistical Area,0.445525379,0.307924124,0.436027229,0.291228364
44220,1,"Springfield, OH",9,19,70131,147001,0.710221581,0.201261641,0.000128331,0.39974558,Metropolitan Statistical Area,0.575014252,0.534796349,0.557609117,0.530786475
26980,2,"Iowa City, IA",19,19,146667,146667,0.308412019,0.308412019,0.000129545,0.508607935,Metropolitan Statistical Area,0.524371334,0.438954271,0.51570768,0.497530788
47940,3,"Waterloo-Cedar Falls, IA",26,26,146513,146513,0.292616116,0.292616116,0.000177459,0.45689461,Metropolitan Statistical Area,0.466896825,0.310198198,0.449532426,0.329734678
10180,3,"Abilene, TX",17,17,145202,145202,0.744083439,0.744083439,0.000117078,0.861351772,Metropolitan Statistical Area,0.637845856,0.496444496,0.666173505,0.537241816
20940,1,"El Centro, CA",7,7,144268,144268,0.22377095,0.22377095,4.85208084953e-05,0.306083123,Metropolitan Statistical Area,0.614607815,0.510788971,0.526381335,0.460074483
27900,3,"Joplin, MO-KS",48,62,134875,143592,0.186872103,0.165392845,0.000355885,0.361064683,Metropolitan Statistical Area,0.662338195,0.515958803,0.777254545,0.72058288
30140,1,"Lebanon, PA",8,25,47374,143434,0.359373518,0.074466901,0.000168869,0.185318683,Metropolitan Statistical Area,0.523807143,0.447440604,0.519627327,0.447041606
29740,1,"Las Cruces, NM",5,5,142049,142049,0.650385915,0.650385915,3.519912142992e-05,0.794894719,Metropolitan Statistical Area,0.761051151,0.619795049,0.770445609,0.659787081
12020,4,"Athens-Clarke County, GA",16,16,140590,140590,0.839012482,0.839012482,0.000113806,0.915506082,Metropolitan Statistical Area,0.349652691,0.279316989,NA,NA
48540,3,"Wheeling, WV-OH",24,40,74372,140221,0.162756816,0.073414277,0.000322702,0.189472333,Metropolitan Statistical Area,0.722113933,0.563046452,0.785937319,0.654213824
40220,6,"Roanoke, VA",9,9,139943,139943,0.536595543,0.536595543,6.431189841578e-05,0.706466204,Metropolitan Statistical Area,0.455177701,0.353331925,0.379703464,0.31617443
41780,2,"Sandusky, OH",16,37,59858,139186,0.231313705,0.067330738,0.000267299,0.177877085,Metropolitan Statistical Area,0.686461206,0.462651829,0.787081927,0.575476558
30860,2,"Logan, UT-ID",25,25,138480,138480,0.189174413,0.189174413,0.000180531,0.393096476,Metropolitan Statistical Area,0.564227136,0.459486911,0.687528687,0.635183967
12980,1,"Battle Creek, MI",8,27,75855,137319,0.500550333,0.172331187,0.000105464,0.381119874,Metropolitan Statistical Area,0.572544091,0.378372218,0.556880511,0.341440925
29420,1,"Lake Havasu City-Kingman, AZ",4,4,136858,136858,0.338003559,0.338003559,2.922737435882e-05,0.425872072,Metropolitan Statistical Area,0.575381668,0.450052374,0.650138596,0.448788752
17020,1,"Chico, CA",5,5,136789,136789,0.585445227,0.585445227,3.655264677715e-05,0.748144953,Metropolitan Statistical Area,0.672167416,0.531052764,0.766302815,0.631624149
28700,5,"Kingsport-Bristol, TN-VA",18,18,136328,136328,0.232691387,0.232691387,0.000132035,0.407707881,Metropolitan Statistical Area,0.755842681,0.631069701,0.741247877,0.68417422
18020,1,"Columbus, IN",6,18,53796,136269,0.885290884,0.285969416,0.000111532,0.375998943,Metropolitan Statistical Area,0.732898165,0.648774431,NA,NA
48060,1,"Watertown-Fort Drum, NY",20,42,44389,136109,0.321988387,0.082998249,0.000450562,0.185557164,Metropolitan Statistical Area,0.486275271,0.329987239,NA,NA
42100,1,"Santa Cruz-Watsonville, CA",4,4,136095,136095,0.366882406,0.366882406,2.939123406444e-05,0.455196738,Metropolitan Statistical Area,0.727708962,0.604907648,0.605025482,0.521684525
13380,1,"Bellingham, WA",7,7,135933,135933,0.490528071,0.490528071,5.149595756733e-05,0.678930061,Metropolitan Statistical Area,0.61948346,0.47421553,0.517435398,0.427083256
48140,1,"Wausau, WI",16,56,87061,135431,0.258183577,0.112581823,0.000183779,0.292215224,Metropolitan Statistical Area,0.66836263,0.547267701,0.724838609,0.617505255
46340,1,"Tyler, TX",10,10,134046,134046,0.647626392,0.647626392,7.460125628515e-05,0.799665786,Metropolitan Statistical Area,0.729707101,0.615766207,0.760379108,0.676526337
33260,2,"Midland, TX",2,2,133974,133974,0.961236917,0.961236917,1.492826966426e-05,0.980227507,Metropolitan Statistical Area,0.699275413,0.547514054,0.694194509,0.550956756
48660,3,"Wichita Falls, TX",18,18,133706,133706,0.603689293,0.603689293,0.000134624,0.770257131,Metropolitan Statistical Area,0.535134137,0.452331282,0.472230341,0.430350011
19300,1,"Daphne-Fairhope-Foley, AL",14,14,133357,133357,0.135599216,0.135599216,0.000104981,0.215789197,Metropolitan Statistical Area,0.718128011,0.644874102,0.589828238,0.605957246
17660,1,"Coeur d'Alene, ID",14,14,132895,132895,0.301336676,0.301336676,0.000105346,0.420662929,Metropolitan Statistical Area,0.652434207,0.498476788,0.645771558,0.470360419
29340,2,"Lake Charles, LA",11,11,132609,132609,0.407544297,0.407544297,8.295062929363e-05,0.611549744,Metropolitan Statistical Area,0.548430374,0.434945514,0.584148424,0.523512613
27780,1,"Johnstown, PA",33,63,58240,132274,0.124608569,0.043574696,0.000566621,0.13788046,Metropolitan Statistical Area,0.734703386,0.62124379,0.738437504,0.621287173
29940,1,"Lawrence, KS",4,13,107179,131286,0.795613352,0.537970083,3.732074380242e-05,0.725560989,Metropolitan Statistical Area,0.581528163,0.577924944,0.564806833,0.573349307
43580,3,"Sioux City, IA-NE-SD",25,37,122813,131286,0.502277164,0.440983684,0.000203562,0.652141127,Metropolitan Statistical Area,0.633697907,0.507701994,0.673465759,0.543509913
13740,3,"Billings, MT",9,9,130748,130748,0.810458695,0.810458695,6.883470492856e-05,0.898254658,Metropolitan Statistical Area,0.699823226,0.606424396,0.700067776,0.632518674
38340,1,"Pittsfield, MA",2,32,56521,128657,0.648098694,0.145479688,3.538507811255e-05,0.339204241,Metropolitan Statistical Area,0.396533355,0.028449354,0.362996402,0.014090511
47580,2,"Warner Robins, GA",5,5,126420,126420,0.456720936,0.456720936,3.955070400253e-05,0.644249328,Metropolitan Statistical Area,0.713404908,0.656704757,0.668700574,0.626279604
12220,2,"Auburn-Opelika, AL",8,8,126393,126393,0.455451776,0.455451776,6.329464448189e-05,0.621585056,Metropolitan Statistical Area,0.622861254,0.526525544,0.667090148,0.570515032
25260,1,"Hanford-Corcoran, CA",4,4,122109,122109,0.326185634,0.326185634,3.275761819358e-05,0.479047408,Metropolitan Statistical Area,0.740713838,0.582778429,0.63205406,0.530779501
11020,1,"Altoona, PA",9,24,63249,121660,0.492489722,0.157756889,0.000142295,0.357759329,Metropolitan Statistical Area,0.708916429,0.444821488,0.712435471,0.4443999
13900,3,"Bismarck, ND",11,51,106522,119814,0.53895472,0.428740681,0.000103265,0.618775769,Metropolitan Statistical Area,0.547993933,0.440800338,0.476013842,0.474275382
27060,1,"Ithaca, NY",7,16,46082,119534,0.494187221,0.13834567,0.000151903,0.265280171,Metropolitan Statistical Area,0.474479063,0.372064273,0.474452609,0.372205058
30620,1,"Lima, OH",9,21,52859,118661,0.487979358,0.137109324,0.000170264,0.302272861,Metropolitan Statistical Area,0.678325808,0.579613225,0.692013227,0.602732655
43100,1,"Sheboygan, WI",13,28,82297,117747,0.39467244,0.202065029,0.000157964,0.424053267,Metropolitan Statistical Area,0.705421283,0.501000584,0.640669154,0.413813302
15500,1,"Burlington, NC",9,9,115276,115276,0.319680835,0.319680835,7.807349318158e-05,0.510236302,Metropolitan Statistical Area,0.699866118,0.570503384,0.810265108,0.631794505
39820,1,"Redding, CA",3,3,115271,115271,0.675333251,0.675333251,2.602562656695e-05,0.81080237,Metropolitan Statistical Area,0.627832206,0.502480113,0.669520623,0.538426871
27180,4,"Jackson, TN",20,20,114921,114921,0.369406731,0.369406731,0.000174033,0.592702813,Metropolitan Statistical Area,0.668762519,0.542651848,0.684304727,0.550057231
34900,1,"Napa, CA",5,5,114356,114356,0.515875558,0.515875558,4.372311028717e-05,0.689233621,Metropolitan Statistical Area,0.758541108,0.633766572,0.799119372,0.671251622
24780,1,"Greenville, NC",10,10,113870,113870,0.619947089,0.619947089,8.781944322473e-05,0.779204356,Metropolitan Statistical Area,0.734555456,0.698777373,0.722754651,0.697358343
48700,1,"Williamsport, PA",10,52,50878,113605,0.330201018,0.085164398,0.000196549,0.242973461,Metropolitan Statistical Area,0.707468825,0.307551262,0.704557921,0.308459888
39380,1,"Pueblo, CO",3,3,112881,112881,0.990942163,0.990942163,2.657666037685e-05,0.995455391,Metropolitan Statistical Area,0.677093819,0.606807643,0.674039866,0.606461377
48260,3,"Weirton-Steubenville, WV-OH",26,40,65960,112787,0.173390553,0.079116712,0.000394178,0.166801138,Metropolitan Statistical Area,0.628390425,0.471261885,0.547017865,0.406452772
36220,1,"Odessa, TX",2,2,112711,112711,0.995962439,0.995962439,1.774449698787e-05,0.997977127,Metropolitan Statistical Area,0.693055927,0.565902378,0.700139002,0.609027881
30340,1,"Lewiston-Auburn, ME",2,14,60650,111034,0.521525131,0.177276605,3.297609233305e-05,0.329781869,Metropolitan Statistical Area,0.660177233,0.385966537,0.652956077,0.360536641
25940,2,"Hilton Head Island-Bluffton-Port Royal, SC",6,6,108914,108914,0.246078596,0.246078596,5.508933654075e-05,0.34959693,Metropolitan Statistical Area,0.645079196,0.5104241,0.495520285,0.163606122
27860,2,"Jonesboro, AR",18,18,108731,108731,0.541122096,0.541122096,0.000165546,0.729543552,Metropolitan Statistical Area,0.529206208,0.413646538,0.463770619,0.386774067
11180,2,"Ames, IA",23,23,107883,107883,0.401283352,0.401283352,0.000213194,0.61570405,Metropolitan Statistical Area,0.539992067,0.392239313,0.562059907,0.455671905
41140,4,"St. Joseph, MO-KS",29,47,88963,107532,0.652720299,0.450286158,0.000325978,0.665866905,Metropolitan Statistical Area,0.50349043,0.37496222,0.459785685,0.359514211
20020,3,"Dothan, AL",23,23,106704,106704,0.453121976,0.453121976,0.00021555,0.667032164,Metropolitan Statistical Area,0.457210172,0.315883987,0.523693184,0.45642282
39660,3,"Rapid City, SD",17,45,105185,105939,0.544295664,0.536577854,0.00016162,0.719130821,Metropolitan Statistical Area,0.701941928,0.594069289,0.684326422,0.589589927
30020,2,"Lawton, OK",14,14,105647,105647,0.745791589,0.745791589,0.000132517,0.861879656,Metropolitan Statistical Area,0.538859155,0.493272463,0.478129286,0.478472384
23900,1,"Gettysburg, PA",13,34,29408,104127,0.134036048,0.042019492,0.000442057,0.075484745,Metropolitan Statistical Area,NA,NA,NA,NA
31860,2,"Mankato, MN",16,52,84705,103605,0.330107856,0.222109206,0.000188891,0.431378794,Metropolitan Statistical Area,0.604221448,0.480069204,0.674184981,0.585394459
24220,2,"Grand Forks, ND-MN",24,123,84098,103366,0.508821003,0.337708432,0.000285381,0.568668614,Metropolitan Statistical Area,0.637918183,0.43212916,0.696477446,0.50986239
37460,2,"Panama City-Panama City Beach, FL",12,12,103226,103226,0.199461915,0.199461915,0.00011625,0.329810319,Metropolitan Statistical Area,0.706066561,0.587531831,0.81826881,0.698076862
13980,5,"Blacksburg-Christiansburg-Radford, VA",11,11,102993,102993,0.273936886,0.273936886,0.000106803,0.436427718,Metropolitan Statistical Area,0.573500652,0.437034012,0.484172204,0.397206574
13020,1,"Bay City, MI",4,18,38970,102826,0.702407562,0.147776507,0.000102643,0.315134305,Metropolitan Statistical Area,0.603876914,0.391185737,0.628068835,0.411630418
18880,2,"Crestview-Fort Walton Beach-Destin, FL",12,12,102418,102418,0.169606257,0.169606257,0.000117167,0.27163194,Metropolitan Statistical Area,0.631128411,0.503358753,0.615426702,0.614980353
